seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,target_aa_length
seq_01947,3.1468,6.17,162.07,510,4.3986,15.9992,745.82,42,1,0,1,1,510
seq_01948,3.1566,6.189,161.57,510,3.1475,15.248,745.82,42,1,0,1,1,510
seq_01949,3.144,6.165,162.21,510,3.1098,8.9201,745.82,42,1,0,1,1,510
seq_01950,3.1474,6.171,162.04,510,2.5915,7.8449,745.82,42,1,0,1,1,510
seq_01951,3.1494,6.175,161.94,510,2.8871,13.9774,745.82,42,1,0,1,1,510
seq_01952,3.1735,6.223,160.71,510,2.9359,13.9535,745.82,42,1,0,1,1,510
seq_01953,3.1423,6.161,162.3,510,3.1714,16.8298,745.82,42,1,0,1,1,510
seq_01954,3.1437,6.164,162.23,510,2.843,10.3232,745.82,42,1,0,1,1,510
seq_01955,3.1476,6.172,162.03,510,2.2667,6.4545,745.82,42,1,0,1,1,510
seq_01956,3.1515,6.179,161.83,510,2.9066,10.9755,745.82,42,1,0,1,1,510
seq_01957,3.1426,6.162,162.28,510,4.8205,12.1127,745.82,42,1,0,1,1,510
seq_01958,3.1696,6.215,160.9,510,2.6394,10.564,745.82,42,1,0,1,1,510
seq_01959,3.1551,6.187,161.64,510,3.0272,11.0243,745.82,42,1,0,1,1,510
seq_01960,3.1558,6.188,161.61,510,4.2878,10.5652,745.82,42,1,0,1,1,510
seq_01961,3.1494,6.175,161.93,510,3.9525,14.7051,745.82,42,1,0,1,1,510
seq_01962,3.1505,6.177,161.88,510,3.5798,10.7196,745.82,42,1,0,1,1,510
seq_01963,3.1462,6.169,162.1,510,3.0141,11.6294,745.82,42,1,0,1,1,510
seq_01964,3.1604,6.197,161.37,510,2.8153,9.372,745.82,42,1,0,1,1,510
seq_01965,3.1449,6.166,162.17,510,3.0298,13.0522,745.82,42,1,0,1,1,510
seq_01966,3.1415,6.16,162.34,510,2.3797,7.1334,745.82,42,1,0,1,1,510
seq_01967,3.146,6.169,162.11,510,3.0295,10.8917,745.82,42,1,0,1,1,510
seq_01968,3.1545,6.185,161.67,510,2.4988,10.6889,745.82,42,1,0,1,1,510
seq_01969,3.1505,6.177,161.88,510,2.9628,11.9879,745.82,42,1,0,1,1,510
seq_01970,3.1535,6.183,161.73,510,3.127,11.5688,745.82,42,1,0,1,1,510
seq_01971,3.1539,6.184,161.7,510,2.9741,10.3126,745.82,42,1,0,1,1,510
seq_01972,3.1491,6.175,161.95,510,3.9184,15.7347,745.82,42,1,0,1,1,510
seq_01973,3.1479,6.172,162.01,510,2.653,10.0288,745.82,42,1,0,1,1,510
seq_01974,3.1419,6.161,162.32,510,2.9532,9.1065,745.82,42,1,0,1,1,510
seq_01975,3.1446,6.166,162.18,510,2.8649,11.034,745.82,42,1,0,1,1,510
seq_01976,3.1481,6.173,162.0,510,2.8949,12.4529,745.82,42,1,0,1,1,510
seq_01977,3.1437,6.164,162.23,510,2.8723,9.8042,745.82,42,1,0,1,1,510
seq_01978,3.142,6.161,162.32,510,3.2618,11.0026,745.82,42,1,0,1,1,510
seq_01979,3.1446,6.166,162.18,510,2.3963,10.0831,745.82,42,1,0,1,1,510
seq_01980,3.1452,6.167,162.15,510,2.965,10.0609,745.82,42,1,0,1,1,510
seq_01981,3.1729,6.221,160.73,510,2.4811,7.1428,745.82,42,1,0,1,1,510
seq_01982,3.1469,6.17,162.06,510,3.4514,13.7795,745.82,42,1,0,1,1,510
seq_01983,3.1455,6.168,162.13,510,2.9761,9.8021,745.82,42,1,0,1,1,510
seq_01984,3.1471,6.171,161.42,508,8.3965,31.3678,745.82,42,1,0,1,1,510
seq_01985,3.1427,6.162,162.28,510,2.6808,12.8775,745.82,42,1,0,1,1,510
seq_01986,3.1414,6.16,162.35,510,3.0723,10.8762,745.82,42,1,0,1,1,510
seq_01987,3.1841,6.243,160.17,510,3.022,11.3598,745.82,42,1,0,1,1,510
seq_01988,3.1542,6.185,161.69,510,3.3494,15.5562,745.82,42,1,0,1,1,510
seq_01989,3.144,6.165,162.21,510,5.9854,17.3984,745.82,42,1,0,1,1,510
seq_01990,3.1428,6.162,162.28,510,2.9432,12.668,745.82,42,1,0,1,1,510
seq_01991,3.1502,6.177,161.89,510,3.4305,15.0066,745.82,42,1,0,1,1,510
seq_01992,3.1452,6.167,162.15,510,2.5226,6.8734,745.82,42,1,0,1,1,510
seq_01993,3.1519,6.18,161.81,510,2.8358,10.8211,745.82,42,1,0,1,1,510
seq_01994,3.1433,6.163,162.25,510,3.1736,12.0086,745.82,42,1,0,1,1,510
seq_01995,3.1503,6.177,161.89,510,2.996,11.4823,745.82,42,1,0,1,1,510
seq_01996,3.1421,6.161,162.31,510,2.6534,12.0757,745.82,42,1,0,1,1,510
seq_01997,3.1455,6.168,162.13,510,2.4433,10.5792,745.82,42,1,0,1,1,510
seq_01998,3.1437,6.164,161.91,509,6.8264,19.604,745.82,42,1,0,1,1,510
seq_01999,3.1485,6.173,161.98,510,2.5685,9.2664,745.82,42,1,0,1,1,510
seq_02000,3.1968,6.268,159.54,510,2.8434,11.0104,745.82,42,1,0,1,1,510
